'Elapsed time','ECG1'
'hh:mm:ss.mmm','mV'
'0:00.000',-0.105
'0:00.004',-0.108
'0:00.008',-0.108
'0:00.012',-0.112
'0:00.016',-0.112
'0:00.020',-0.112
'0:00.024',-0.112
'0:00.028',-0.110
'0:00.032',-0.112
'0:00.036',-0.110
'0:00.040',-0.110
'0:00.044',-0.107
'0:00.048',-0.105
'0:00.052',-0.102
'0:00.056',-0.097
'0:00.060',-0.093
'0:00.064',-0.088
'0:00.068',-0.085
'0:00.072',-0.078
'0:00.076',-0.073
'0:00.080',-0.070
'0:00.084',-0.067
'0:00.088',-0.062
'0:00.092',-0.057
'0:00.096',-0.053
'0:00.100',-0.050
'0:00.104',-0.048
'0:00.108',-0.047
'0:00.112',-0.045
'0:00.116',-0.045
'0:00.120',-0.045
'0:00.124',-0.042
'0:00.128',-0.040
'0:00.132',-0.040
'0:00.136',-0.040
'0:00.140',-0.040
'0:00.144',-0.040
'0:00.148',-0.038
'0:00.152',-0.040
'0:00.156',-0.038
'0:00.160',-0.035
'0:00.164',-0.033
'0:00.168',-0.028
'0:00.172',-0.017
'0:00.176',-0.017
'0:00.180',-0.027
'0:00.184',-0.033
'0:00.188',-0.030
'0:00.192',-0.030
'0:00.196',-0.028
'0:00.200',-0.028
'0:00.204',-0.027
'0:00.208',-0.025
'0:00.212',-0.025
'0:00.216',-0.023
'0:00.220',-0.023
'0:00.224',-0.022
'0:00.228',-0.020
'0:00.232',-0.020
'0:00.236',-0.020
'0:00.240',-0.020
'0:00.244',-0.018
'0:00.248',-0.017
'0:00.252',-0.017
'0:00.256',-0.017
'0:00.260',-0.015
'0:00.264',-0.015
'0:00.268',-0.015
'0:00.272',-0.015
'0:00.276',-0.015
'0:00.280',-0.012
'0:00.284',-0.012
'0:00.288',-0.012
'0:00.292',-0.013
'0:00.296',-0.015
'0:00.300',-0.015
'0:00.304',-0.018
'0:00.308',-0.018
'0:00.312',-0.020
'0:00.316',-0.020
'0:00.320',-0.022
'0:00.324',-0.022
'0:00.328',-0.023
'0:00.332',-0.022
'0:00.336',-0.022
'0:00.340',-0.023
'0:00.344',-0.023
'0:00.348',-0.025
'0:00.352',-0.025
'0:00.356',-0.027
'0:00.360',-0.027
'0:00.364',-0.028
'0:00.368',-0.028
'0:00.372',-0.028
'0:00.376',-0.030
'0:00.380',-0.030
'0:00.384',-0.028
'0:00.388',-0.028
'0:00.392',-0.028
'0:00.396',-0.027
'0:00.400',-0.027
'0:00.404',-0.028
'0:00.408',-0.030
'0:00.412',-0.030
'0:00.416',-0.030
'0:00.420',-0.030
'0:00.424',-0.030
'0:00.428',-0.030
'0:00.432',-0.028
'0:00.436',-0.028
'0:00.440',-0.030
'0:00.444',-0.030
'0:00.448',-0.030
'0:00.452',-0.028
'0:00.456',-0.028
'0:00.460',-0.028
'0:00.464',-0.028
'0:00.468',-0.028
'0:00.472',-0.028
'0:00.476',-0.030
'0:00.480',-0.030
'0:00.484',-0.030
'0:00.488',-0.027
'0:00.492',-0.030
'0:00.496',-0.030
'0:00.500',-0.032
'0:00.504',-0.030
'0:00.508',-0.030
'0:00.512',-0.030
'0:00.516',-0.028
'0:00.520',-0.030
'0:00.524',-0.030
'0:00.528',-0.032
'0:00.532',-0.033
'0:00.536',-0.033
'0:00.540',-0.033
'0:00.544',-0.033
'0:00.548',-0.033
'0:00.552',-0.033
'0:00.556',-0.032
'0:00.560',-0.032
'0:00.564',-0.030
'0:00.568',-0.030
'0:00.572',-0.028
'0:00.576',-0.028
'0:00.580',-0.028
'0:00.584',-0.030
'0:00.588',-0.030
'0:00.592',-0.030
'0:00.596',-0.032
'0:00.600',-0.032
'0:00.604',-0.032
'0:00.608',-0.032
'0:00.612',-0.035
'0:00.616',-0.037
'0:00.620',-0.037
'0:00.624',-0.037
'0:00.628',-0.038
'0:00.632',-0.040
'0:00.636',-0.038
'0:00.640',-0.037
'0:00.644',-0.035
'0:00.648',-0.033
'0:00.652',-0.030
'0:00.656',-0.025
'0:00.660',-0.018
'0:00.664',-0.012
'0:00.668',-0.007
'0:00.672',-0.003
'0:00.676',0.000
'0:00.680',0.003
'0:00.684',0.003
'0:00.688',0.007
'0:00.692',0.012
'0:00.696',0.017
'0:00.700',0.018
'0:00.704',0.023
'0:00.708',0.030
'0:00.712',0.037
'0:00.716',0.040
'0:00.720',0.042
'0:00.724',0.042
'0:00.728',0.043
'0:00.732',0.047
'0:00.736',0.033
'0:00.740',0.012
'0:00.744',-0.002
'0:00.748',-0.010
'0:00.752',-0.018
'0:00.756',-0.023
'0:00.760',-0.025
'0:00.764',-0.030
'0:00.768',-0.037
'0:00.772',-0.042
'0:00.776',-0.045
'0:00.780',-0.043
'0:00.784',-0.043
'0:00.788',-0.043
'0:00.792',-0.043
'0:00.796',-0.043
