'Elapsed time','ECG1'
'hh:mm:ss.mmm','mV'
'0:00.000',-0.062
'0:00.004',-0.065
'0:00.008',-0.065
'0:00.012',-0.065
'0:00.016',-0.065
'0:00.020',-0.068
'0:00.024',-0.068
'0:00.028',-0.070
'0:00.032',-0.072
'0:00.036',-0.072
'0:00.040',-0.075
'0:00.044',-0.080
'0:00.048',-0.083
'0:00.052',-0.087
'0:00.056',-0.092
'0:00.060',-0.095
'0:00.064',-0.092
'0:00.068',-0.087
'0:00.072',-0.092
'0:00.076',-0.092
'0:00.080',-0.087
'0:00.084',-0.077
'0:00.088',-0.065
'0:00.092',-0.058
'0:00.096',-0.045
'0:00.100',-0.030
'0:00.104',-0.018
'0:00.108',-0.010
'0:00.112',-0.003
'0:00.116',0.000
'0:00.120',0.005
'0:00.124',0.007
'0:00.128',0.010
'0:00.132',0.010
'0:00.136',0.007
'0:00.140',0.007
'0:00.144',0.010
'0:00.148',0.010
'0:00.152',0.010
'0:00.156',0.007
'0:00.160',0.007
'0:00.164',0.003
'0:00.168',0.000
'0:00.172',-0.003
'0:00.176',-0.003
'0:00.180',-0.005
'0:00.184',-0.005
'0:00.188',-0.003
'0:00.192',-0.003
'0:00.196',-0.005
'0:00.200',-0.007
'0:00.204',-0.007
'0:00.208',-0.007
'0:00.212',-0.007
'0:00.216',-0.007
'0:00.220',-0.003
'0:00.224',0.010
'0:00.228',0.022
'0:00.232',0.025
'0:00.236',0.010
'0:00.240',-0.003
'0:00.244',-0.007
'0:00.248',0.003
'0:00.252',0.018
'0:00.256',0.030
'0:00.260',0.037
'0:00.264',0.048
'0:00.268',0.058
'0:00.272',0.068
'0:00.276',0.072
'0:00.280',0.072
'0:00.284',0.068
'0:00.288',0.052
'0:00.292',0.035
'0:00.296',0.025
'0:00.300',0.022
'0:00.304',0.022
'0:00.308',0.013
'0:00.312',0.000
'0:00.316',-0.005
'0:00.320',-0.013
'0:00.324',-0.015
'0:00.328',-0.015
'0:00.332',-0.015
'0:00.336',-0.018
'0:00.340',-0.013
'0:00.344',-0.010
'0:00.348',-0.010
'0:00.352',-0.015
'0:00.356',-0.015
'0:00.360',-0.015
'0:00.364',-0.013
'0:00.368',-0.007
'0:00.372',-0.010
'0:00.376',-0.007
'0:00.380',-0.007
'0:00.384',-0.010
'0:00.388',-0.015
'0:00.392',-0.015
'0:00.396',-0.015
'0:00.400',-0.020
'0:00.404',-0.022
'0:00.408',-0.025
'0:00.412',-0.025
'0:00.416',-0.030
'0:00.420',-0.035
'0:00.424',-0.035
'0:00.428',-0.033
'0:00.432',-0.030
'0:00.436',-0.030
'0:00.440',-0.028
'0:00.444',-0.025
'0:00.448',-0.015
'0:00.452',0.018
'0:00.456',0.100
'0:00.460',0.215
'0:00.464',0.367
'0:00.468',0.573
'0:00.472',0.800
'0:00.476',0.978
'0:00.480',1.022
'0:00.484',1.012
'0:00.488',0.925
'0:00.492',0.720
'0:00.496',0.468
'0:00.500',0.242
'0:00.504',0.087
'0:00.508',-0.018
'0:00.512',-0.087
'0:00.516',-0.115
'0:00.520',-0.130
'0:00.524',-0.138
'0:00.528',-0.147
'0:00.532',-0.150
'0:00.536',-0.147
'0:00.540',-0.147
'0:00.544',-0.147
'0:00.548',-0.147
'0:00.552',-0.140
'0:00.556',-0.138
'0:00.560',-0.130
'0:00.564',-0.128
'0:00.568',-0.128
'0:00.572',-0.125
'0:00.576',-0.125
'0:00.580',-0.120
'0:00.584',-0.113
'0:00.588',-0.107
'0:00.592',-0.110
'0:00.596',-0.113
'0:00.600',-0.113
'0:00.604',-0.113
'0:00.608',-0.113
'0:00.612',-0.110
'0:00.616',-0.110
'0:00.620',-0.113
'0:00.624',-0.113
'0:00.628',-0.110
'0:00.632',-0.107
'0:00.636',-0.105
'0:00.640',-0.107
'0:00.644',-0.110
'0:00.648',-0.110
'0:00.652',-0.105
'0:00.656',-0.107
'0:00.660',-0.113
'0:00.664',-0.120
'0:00.668',-0.125
'0:00.672',-0.128
'0:00.676',-0.130
'0:00.680',-0.130
'0:00.684',-0.135
'0:00.688',-0.138
'0:00.692',-0.138
'0:00.696',-0.135
'0:00.700',-0.138
